feature,target
0.3393915,4.123520100163056
-1.3906236,-0.6871013139892983
0.59604967,6.947862405056776
0.36096427,4.422366347726835
-0.45733827,3.2203008459448195
0.44696072,4.705927100212214
0.40929195,4.839769457486655
0.3193605,3.6757197411510423
1.1050259,6.73152034179039
1.4441804,8.970597052451792
0.23488444,6.572856091519051
0.53089964,6.751780504178748
0.89366746,7.108713679538069
1.5570498,7.513634278622175
-3.1473682,-1.4644458311785304
-1.0912583,1.422915075804181
-0.6655574,3.455636942253931
-1.0410366,4.202420168384297
2.1643555,9.91434689480181
0.8371086,6.105945077603446
-1.5615666,1.8330356176033595
-0.090228386,5.772130106450227
0.045974202,4.764573081165783
1.5015938,7.5454889267660405
-0.13038246,5.090560941936264
-1.3431679,1.9542249650126426
0.24311888,4.971739293408294
0.39175433,4.792394110533757
-1.1463597,1.4699634825508916
-0.042230714,4.253049259068113
0.7547051,7.266512487373278
-0.14831944,3.44354291184644
-1.6964406,0.9411329025276305
2.6075935,10.6028879881565
-0.63648677,4.875316829564693
-0.11259229,5.685301388215701
0.0058407146,4.825400688062246
1.5806243,7.161372988040282
0.8206289,5.506324223618507
0.0437872,5.725246398432754
-0.0533328,4.649055776878801
0.17822395,5.592164406063868
1.4211223,6.8947218205499565
-0.9666332,3.7641027639334323
1.6109633,9.105243690536604
-1.0721136,3.2786559469075307
-0.003513756,4.594520646763613
-0.83249485,3.534253354630258
-0.33020288,3.716959300844216
0.52596325,5.606872989752526
-0.72568995,2.017238134514341
0.22462875,5.369513250517592
-2.048907,-0.6899451456834822
-0.75457156,3.6660086908752034
0.6978152,4.603537305065086
1.1516874,5.320518127390631
0.11561998,4.640828869899745
2.1329215,8.975324288881227
-0.88854134,4.043933694016224
-0.9156655,2.4593939665974243
0.9869871,6.920406088741657
-2.2217853,-0.3056072892848253
-0.82668823,4.120641604115677
-1.292704,3.0602596430577322
1.2227842,6.604362111736702
-0.28561077,6.191589250748301
1.612077,7.62000551306414
0.37180308,5.357748481304817
-2.012792,0.4734101060980741
1.4621758,8.506586546094624
-0.6882605,3.1516112203541042
0.1082334,4.056558130907472
-0.3380794,5.245949318125376
1.4308845,7.449885883959749
1.0505741,7.502970030066024
1.4752793,10.229598680317688
0.5135595,6.999270227561841
0.48945943,6.098890984501848
-0.676813,1.484279475338055
0.8041687,5.813984999037305
0.024431031,4.874083901472608
-0.8829896,2.704957982850653
-0.7425951,3.5525906048825044
1.0603858,5.709887741049099
0.70566046,7.251030398627175
-1.4972419,0.8897830717505437
0.36399087,4.383210357674885
-2.145622,1.4620997100921862
-0.23028979,6.54869099110392
0.49364725,5.354725449813175
0.092665605,4.93734839639637
0.38630348,6.185469188421797
1.6011945,7.278156235186906
-0.51924306,5.334941919200158
-0.6110388,1.0282447170697115
-0.28559777,4.451932946372721
0.6506677,5.959666162841671
0.86306584,5.588876108598402
-0.78355426,4.567268228913048
-0.8705628,2.0008367062431405
-0.2561096,2.723518230414229
0.31580982,5.8269351143247645
-0.36069188,1.4558797167924475
0.06134575,4.292640184593576
0.3349753,6.5438933548111775
-0.12122253,6.185034023252452
-0.19691,3.925318244244893
-0.2913286,6.383239452244486
0.3534834,6.364707301330233
-0.13528277,6.364037829732402
0.52399194,5.686819467390633
1.4418753,7.651764761370995
0.2748461,7.039038770757637
-0.7010021,3.27268161287339
0.4866648,4.93821815932707
0.37646785,4.647400425647293
0.9801274,7.621418586621275
-1.3881124,1.6833612145263204
0.49779686,4.27752661633389
1.141616,6.946801994974831
-2.7610662,0.22257417757041997
1.3758196,7.330198608883603
0.93334174,7.39828778755321
0.7733312,7.2834305049631896
-1.2251586,2.8990525219727186
-0.9662854,3.346594532250067
0.35928777,5.174049820240327
2.258468,10.563582189704682
0.5101765,4.082752333664651
0.07162309,4.237367343642132
-0.65601885,5.198471800252057
-0.9718044,1.709075208920019
-0.9542967,2.7872686272488245
-0.78176296,3.4315071247649636
-0.085433856,4.074924592008186
